Morrill Land Grant Act,"The Morrill Land-Grant Acts are United States statutes that allowed for the creation of land-grant colleges in U.S. states using the proceeds of federal land sales. The Morrill Act of 1862 (7 U.S.C. § 301 et seq.) was enacted during the American Civil War, and the Morrill Act of 1890 (the Agricultural College Act of 1890 (26 Stat. 417, 7 U.S.C. § 321 et seq.) expanded this model.",
National Banking Act,"The National Banking Acts of 1863 and 1864 were two United States federal banking acts that established a system of national banks, and created the United States National Banking System. They encouraged development of a national currency backed by bank holdings of U.S. Treasury securities and established the Office of the Comptroller of the Currency as part of the United States Department of the Treasury and a system of nationally chartered banks. The Act shaped today's national banking system and its support of a uniform U.S. banking policy.",
National Industrial Recovery Act,"""The National Industrial Recovery Act of 1933 (NIRA) was a US labor law and consumer law passed by the 73rd US Congress to authorize the President to regulate industry for fair wages and prices that would stimulate economic recovery. It also established a national public works program known as the Public Works Administration (PWA), not to be confused with the Works Progress Administration (WPA) of 1935.  The National Recovery Administration (NRA) portion was widely hailed in 1933, but by 1934 business' opinion of the act had soured. By March 1934 the “NRA was engaged chiefly in drawing up these industrial codes for all industries to adopt.""""  However, the NIRA was declared unconstitutional by the Supreme Court in 1935 and not replaced.The legislation was enacted in June 1933 during the Great Depression in the United States as part of President Franklin D. Roosevelt's New Deal legislative program. Section 7(a) of the bill, which protected collective bargaining rights for unions, proved contentious (especially in the Senate), but both chambers eventually passed the legislation. President Roosevelt signed the bill into law on June 16, 1933. The Act had two main sections (or """"titles""""). Title I was devoted to industrial recovery, authorizing the promulgation of industrial codes of fair competition, guaranteed trade union rights, permitted the regulation of working standards, and regulated the price of certain refined petroleum products and their transportation. Title II established the Public Works Administration, outlined the projects and funding opportunities it could engage in. Title II also provided funding for the Act.""",
Federal Deposit Insurance Corporation,"The Federal Deposit Insurance Corporation (FDIC) is one of two agencies that provide  deposit insurance to depositors in U.S. depository institutions, the other being the National Credit Union Administration, which regulates and insures credit unions. The FDIC is a United States government corporation providing deposit insurance to depositors in U.S. commercial banks and savings banks. The FDIC was created by the 1933 Banking Act, enacted during the Great Depression to restore trust in the American banking system. More than one-third of banks failed in the years before the FDIC's creation, and bank runs were common. The insurance limit was initially US$2,500 per ownership category, and this was increased several times over the years. Since the passage of the Dodd–Frank Wall Street Reform and Consumer Protection Act in 2011, the FDIC insures deposits in member banks up to US$250,000 per ownership category.The FDIC and its reserves are not funded by public funds; member banks' insurance dues are the FDIC's primary source of funding. The FDIC also has a US$100 billion line of credit with the United States Department of the Treasury.As of September 2019, the FDIC provided deposit insurance at 5,256 institutions. The FDIC also examines and supervises certain financial institutions for safety and soundness, performs certain consumer-protection functions, and manages receiverships of failed banks.",
Franklin Roosevelt,"Franklin Delano Roosevelt (,  ROH-zə-velt; January 30, 1882 – April 12, 1945), often referred to by his initials FDR, was an American politician who served as the 32nd president of the United States from 1933 until his death in 1945. A member of the Democratic Party, he won a record four presidential elections and became a central figure in world events during the first half of the 20th century. Roosevelt directed the federal government during most of the Great Depression, implementing his New Deal domestic agenda in response to the worst economic crisis in U.S. history. As a dominant leader of his party, he built the New Deal Coalition, which defined modern liberalism in the United States throughout the middle third of the 20th century. His third and fourth terms were dominated by World War II, which ended shortly after he died in office.",
New immigrants,"Immigration to the United States is the international movement of non-U.S. nationals in order to reside permanently in the country. Immigration has been a major source of population growth and cultural change throughout much of the U.S. history. All Americans, with the exception of the small percentage of Native Americans, can trace their ancestry to immigrants from other nations around the world.",
Plessy v. Ferguson,"""Plessy v. Ferguson, 163 U.S. 537 (1896), was a landmark decision of the U.S. Supreme Court that upheld the constitutionality of racial segregation laws for public facilities as long as the segregated facilities were equal in quality, a doctrine that came to be known as """"separate but equal"""". The decision legitimized the many state laws re-establishing racial segregation that had been passed in the American South after the end of the Reconstruction Era (1865–1877).""",
Joseph Pulitzer,"Joseph Pulitzer ( PUUL-it-sər; born József Pulitzer; Hungarian: [ˈjoːʒɛf ˈpulit͡sɛr]; April 10, 1847 – October 29, 1911) was a newspaper publisher of the St. Louis Post-Dispatch and the New York World. He became a leading national figure in the Democratic Party and was elected congressman from New York. He crusaded against big business and corruption, and helped keep the Statue of Liberty in New York.",
Mann-Elkins Act,"The Mann–Elkins Act, also called the Railway Rate Act of 1910, was a United States federal law that strengthened the authority of the Interstate Commerce Commission (ICC) over railroad rates. The law also expanded the ICC's jurisdiction to include regulation of telephone, telegraph and wireless companies, and created a commerce court.",
open range,"""In the Western United States and Canada, open range is rangeland where cattle roam freely regardless of land ownership. Where there are """"open range"""" laws, those wanting to keep animals off their property must erect a fence to keep animals out; this applies to public roads as well.  Land in open range that is designated as part of a  """"herd district"""" reverses liabilities, requiring an animal's owner to fence it in or otherwise keep it on the person's own property.  Most eastern states and jurisdictions in Canada require owners to fence in or herd their livestock.""",
Interstate Commerce Act,"""The Interstate Commerce Act of 1887 is a United States federal law that was designed to regulate the railroad industry, particularly its monopolistic practices. The Act required that railroad rates be """"reasonable and just,"""" but did not empower the government to fix specific rates.  It also required that railroads publicize shipping rates and prohibited short haul or long haul fare discrimination, a form of price discrimination against smaller markets, particularly farmers in Western or Southern Territory compared to the Official Eastern states.   The Act created a federal regulatory agency, the Interstate Commerce Commission (ICC), which it charged with monitoring railroads to ensure that they complied with the new regulations.""",
Andrew Carnegie,"""Andrew Carnegie (Scots pronunciation: [kɑrˈnɛːɡi], English approximation:  kar-NEH-ghee; November 25, 1835 – August 11, 1919) was a Scottish-American industrialist and philanthropist. Carnegie led the expansion of the American steel industry in the late 19th century and became one of the richest Americans in history. He became a leading philanthropist in the United States and in the British Empire. During the last 18 years of his life, he gave away ~$350 million (roughly $5.2 billion in 2019) to many charities, foundations, and universities – almost 90 percent of his fortune. His 1889 article proclaiming """"The Gospel of Wealth"""" called on the rich to use their wealth to improve society and stimulated a wave of philanthropy.""",
John D. Rockefeller,"John Davison Rockefeller Sr. (July 8, 1839 – May 23, 1937) was an American business magnate and philanthropist.  He is widely considered the wealthiest American of all time and the  richest person in modern history.Rockefeller was born into a large family in upstate New York that moved several times before eventually settling in Cleveland, Ohio. He became an assistant bookkeeper at age 16 and went into several business partnerships beginning at age 20, concentrating his business on oil refining.  Rockefeller founded the Standard Oil Company in 1870.  He ran it until 1897, and remained its largest shareholder.",
Oregon Territory,"The Territory of Oregon was an organized incorporated territory of the United States that existed from August 14, 1848, until February 14, 1859, when the southwestern portion of the territory was admitted to the Union as the State of Oregon. Originally claimed by several countries (see Oregon Country), the region was divided between the UK and the US in 1846. When established, the territory encompassed an area that included the current states of Oregon, Washington, and Idaho, as well as parts of Wyoming and Montana. The capital of the territory was first Oregon City, then Salem, followed briefly by Corvallis, then back to Salem, which became the state capital upon Oregon's admission to the Union.",
John Slidell,"John Slidell (1793 – July 9, 1871) was an American politician, lawyer, and businessman. A native of New York, Slidell moved to Louisiana as a young man and became a Representative and Senator. He was one of two Confederate diplomats captured by the United States Navy from the British ship RMS Trent in 1861 and later released. He was the older brother of Alexander Slidell Mackenzie, a US naval officer.",
Commonwealth v. Hunt,"Commonwealth v. Hunt, 45 Mass. 111 (1842) was a case in the Massachusetts Supreme Judicial Court on the subject of labor unions. Prior to Hunt the legality of labor combinations in America was uncertain. In March 1842, Chief Justice Lemuel Shaw ruled that labor combinations were legal provided that they were organized for a legal purpose and used legal means to achieve their goals.",
Horace Mann,"Horace Mann (May 4, 1796 – August 2, 1859) was an American educational reformer and Whig politician known for his commitment to promoting public education. In 1848, after public service as Secretary of the Massachusetts State Board of Education, Mann was elected to the United States House of Representatives (1848–1853). From September 1852 to his death, he served as President of Antioch College.",
Palmer Raids,"The Palmer Raids were a series of raids conducted in November 1919 and January 1920 during the First Red Scare by the United States Department of Justice under the administration of President Woodrow Wilson to capture and arrest suspected leftists, mostly Italian immigrants and Eastern European immigrants and especially anarchists and communists, and deport them from the United States. The raids particularly targeted Italian immigrants and Eastern European Jewish immigrants with alleged leftist ties, with particular focus on Italian anarchists and immigrant leftist labor activists. The raids and arrests occurred under the leadership of Attorney General A. Mitchell Palmer, with 3,000 arrested. Though 556 foreign citizens were deported, including a number of prominent leftist leaders, Palmer's efforts were largely frustrated by officials at the U.S. Department of Labor, which had authority for deportations and objected to Palmer's methods.",
Schenck v. U.S.,"""Schenck v. United States, 249 U.S. 47 (1919), was a landmark decision of the US Supreme Court concerning enforcement of the Espionage Act of 1917 during World War I. A unanimous Supreme Court, in an opinion by Justice Oliver Wendell Holmes Jr., concluded that defendants who distributed flyers to draft-age men urging resistance to induction could be convicted of an attempt to obstruct the draft, a criminal offense. The First Amendment did not alter the well-established law in cases where the attempt was made through expressions that would be protected in other circumstances. In this opinion, Holmes said that expressions which in the circumstances were intended to result in a crime, and posed a """"clear and present danger"""" of succeeding, could be punished.""",
Clayton Anti-trust Act,"The Clayton Antitrust Act of 1914 (Pub.L. 63–212, 38 Stat. 730, enacted October 15, 1914, codified at 15 U.S.C. §§ 12–27, 29 U.S.C. §§ 52–53), was a part of United States antitrust law with the goal of adding further substance to the U.S. antitrust law regime; the Clayton Act sought to prevent anticompetitive practices in their incipiency. That regime started with the Sherman Antitrust Act of 1890, the first Federal law outlawing practices that were harmful to consumers (monopolies, cartels, and trusts). The Clayton Act specified particular prohibited conduct, the three-level enforcement scheme, the exemptions, and the remedial measures.",
Panama Canal,"The Panama Canal (Spanish: Canal de Panamá) is an artificial 82 km (51 mi) waterway in Panama that connects the Atlantic Ocean with the Pacific Ocean. The canal cuts across the Isthmus of Panama and is a conduit for maritime trade. One of the largest and most difficult engineering projects ever undertaken, the Panama Canal shortcut greatly reduces the time for ships to travel between the Atlantic and Pacific oceans, enabling them to avoid the lengthy, hazardous Cape Horn route around the southernmost tip of South America via the Drake Passage or Strait of Magellan and the even less popular route through the Arctic Archipelago and the Bering Strait.",
Dollar Diplomacy,"Dollar diplomacy of the United States—particularly during President William Howard Taft's presidential term—was a form of American foreign policy to minimize the use or threat of military force and instead further its aims in Latin America and East Asia through the use of its economic power by guaranteeing loans made to foreign countries. In his message to Congress on 3 December 1912, Taft summarized the policy of Dollar Diplomacy:",
Open Door Policy,"The Open Door Policy (Chinese: 門戶開放政策) is a term in foreign affairs initially used to refer to the policy established in the late 19th century and the early 20th century that would allow for a system of trade in China open to all countries equally. It was used mainly to mediate the competing interests of different colonial powers in China. Under the policy, none of them would have exclusive trading rights in a specific area. In the late 20th century, the term also describes the economic policy initiated by Deng Xiaoping in 1978 to open up China to foreign businesses that wanted to invest in the country. The latter policy set into motion the economic transformation of modern China.The late 19th century policy was enunciated in US Secretary of State John Hay's Open Door Note, dated September 6, 1899 and dispatched to the major European powers. It proposed to keep China open to trade with all countries on an equal basis and to keep any power from totally controlling the country and called upon all powers, within their spheres of influence to refrain from interfering with any treaty port or any vested interest, to permit Chinese authorities to collect tariffs on an equal basis, and to show no favors to their own nationals in the matter of harbor dues or railroad charges. Open Door policy was rooted in the desire of businesses in the United States to trade with Chinese markets. The policy won support of all the rivals, and it also tapped the deep-seated sympathies of those who opposed imperialism by its policy pledging to protect China's sovereignty and territorial integrity from partition. It had no legal standing or enforcement mechanism and China was not partitioned the way that Africa had been in the 1880s and the 1890s. However, the policy humiliated the Chinese because its government was not consulted, which created long-lasting resentment.",
Peace Corps,"The Peace Corps is an independent agency and volunteer program run by the United States Government providing international social and economic development assistance. The program was established by Executive Order 10924 issued by President John F. Kennedy in March 1961 and authorized by Congress on September 22, 1961 with passage of the Peace Corps Act (75 Stat. 612).",
Gulf of Tonkin Resolution,"The Gulf of Tonkin Resolution or the Southeast Asia Resolution, Pub.L. 88–408, 78 Stat. 384, enacted August 10, 1964, was a joint resolution that the United States Congress passed on August 7, 1964, in response to the Gulf of Tonkin incident.",
Samuel Gompers,"""Samuel Gompers (né Gumpertz; January 27, 1850 – December 13, 1924) was a British-born American cigar maker, labor union leader and a key figure in American labor history. Gompers founded the American Federation of Labor (AFL), and served as the organization's president from 1886 to 1894, and from 1895 until his death in 1924. He promoted harmony among the different craft unions that comprised the AFL, trying to minimize jurisdictional battles. He promoted through organization and collective bargaining, to secure shorter hours and higher wages, the first essential steps, he believed, to emancipating labor. He also encouraged the AFL to take political action to """"elect their friends"""" and """"defeat their enemies"""". He mostly supported Democrats, but sometimes Republicans. He strongly opposed Socialists. During World War I, Gompers and the AFL openly supported the war effort, attempting to avert strikes and boost morale while raising wage rates and expanding membership.""",
Gilded Age,"In United States history, the Gilded Age was an era that occurred during the late 19th century, from the 1870s to about 1900. The Gilded Age was an era of rapid economic growth, especially in the Northern and Western United States. As American wages grew much higher than those in Europe, especially for skilled workers, the period saw an influx of millions of European immigrants. The rapid expansion of industrialization led to a real wage growth of 60%, between 1860 and 1890, and spread across the ever-increasing labor force. The average annual wage per industrial worker (including men, women, and children) rose from $380 in 1880, to $564 in 1890, a gain of 48%. Conversely, the Gilded Age was also an era of abject poverty and inequality, as millions of immigrants—many from impoverished regions—poured into the United States, and the high concentration of wealth became more visible and contentious.Railroads were the major growth industry, with the factory system, mining, and finance increasing in importance. Immigration from Europe, and the eastern states, led to the rapid growth of the West, based on farming, ranching, and mining. Labor unions became increasingly important in the rapidly growing industrial cities. Two major nationwide depressions—the Panic of 1873 and the Panic of 1893—interrupted growth and caused social and political upheavals. The South, after the Civil War, remained economically devastated; its economy became increasingly tied to commodities, cotton, and tobacco production, which suffered from low prices. With the end of the Reconstruction era in 1877, African-American people in the South were stripped of political power and voting rights, and were left economically disadvantaged.",
Farmer’s Alliance,"The Farmers Alliance was an organized agrarian economic movement among American farmers that developed and flourished ca. 1875. The movement included several parallel but independent political organizations — the National Farmers' Alliance and Industrial Union among the white farmers of the South, the National Farmers' Alliance among the white and black farmers of the Midwest and High Plains, where the Granger movement had been strong, and the Colored Farmers' National Alliance and Cooperative Union, consisting of the African American farmers of the South.",
Great Awakening,"""The Great Awakening refers to a number of periods of religious revival in American Christian history. Historians and theologians identify three, or sometimes four, waves of increased religious enthusiasm between the early 18th century and the late 20th century. Each of these """"Great Awakenings"""" was characterized by widespread revivals led by evangelical Protestant ministers, a sharp increase of interest in religion, a profound sense of conviction and redemption on the part of those affected, an increase in evangelical church membership, and the formation of new religious movements and denominations.""",
James Oglethorpe,"James Edward Oglethorpe (22 December 1696 – 30 June 1785) was a British soldier, Member of Parliament, and philanthropist, as well as the founder of the colony of Georgia in what was then British America. As a social reformer, he hoped to resettle Britain's worthy poor in the New World, initially focusing on those in debtors' prisons.",
George Whitefield,"""George Whitefield (; 27 December [O.S. 16 December] 1714 – 30 September 1770), also known as George Whitfield, was an Anglican cleric and evangelist who was one of the founders of Methodism and the evangelical movement.Born in Gloucester, he matriculated at Pembroke College at the University of Oxford in 1732. There he joined the """"Holy Club"""" and was introduced to the Wesley brothers, John and Charles, with whom he would work closely in his later ministry. Whitefield was ordained after receiving his Bachelor of Arts degree. He immediately began preaching, but he did not settle as the minister of any parish. Rather he became an itinerant preacher and evangelist. In 1740, Whitefield traveled to North America, where he preached a series of revivals that became part of the """"Great Awakening"""". His methods were controversial and he engaged in numerous debates and disputes with other clergymen.""",
Platt amendment,"On March 2, 1901, the Platt Amendment was passed as part of the 1901 Army Appropriations Bill. It stipulated seven conditions for the withdrawal of United States troops remaining in Cuba at the end of the Spanish–American War, and an eighth condition that Cuba sign a treaty accepting these seven conditions. It defined the terms of Cuban–U.S. relations essentially to be an unequal one of U.S. dominance over Cuba.",
Louis Sullivan,"""Louis Henry Sullivan (September 3, 1856 – April 14, 1924) was an American architect, and has been called a """"father of skyscrapers"""" and """"father of modernism"""". He was an influential architect of the Chicago School, a mentor to Frank Lloyd Wright, and an inspiration to the Chicago group of architects who have come to be known as the Prairie School. Along with Wright and Henry Hobson Richardson, Sullivan is one of """"the recognized trinity of American architecture"""". The phrase """"form follows function"""" is attributed to him, although he credited the concept to ancient Roman architect Vitruvius. In 1944, Sullivan was the second architect to posthumously receive the AIA Gold Medal.""",
Progressive movement,"""Progressivism is a political philosophy in support of social reform. Based on the idea of progress in which advancements in science, technology, economic development and social organization are vital to the improvement of the human condition, progressivism became highly significant during the Age of Enlightenment in Europe, out of the belief that Europe was demonstrating that societies could progress in civility from uncivilized conditions to civilization through strengthening the basis of empirical knowledge as the foundation of society. Figures of the Enlightenment believed that progress had universal application to all societies and that these ideas would spread across the world from Europe.The contemporary common political conception of progressivism emerged from the vast social changes brought about by industrialization in the Western world in the late-19th century. Progressives take the view that progress is being stifled by vast economic inequality between the rich and the poor; minimally regulated laissez-faire capitalism with monopolistic corporations; and the intense and often violent conflict between those perceived to be privileged and unprivileged, arguing that measures were needed to address these problems.The meanings of progressivism have varied over time and from different perspectives. Early-20th century progressivism was tied to eugenics and the temperance movement, both of which were promoted in the name of public health and as initiatives toward that goal. Contemporary progressives promote public policies that they believe will lead to positive social change. In the 21st century, a movement that identifies as progressive is """"a social or political movement that aims to represent the interests of ordinary people through political change and the support of government actions"""".""",
Russo-Japanese War,"""The Russian Empire and the Empire of Japan fought the Russo-Japanese War (Russian: Ру́сско-япóнская войнá, romanized: Rússko-yapónskaya voyná; Japanese: 日露戦争, romanized: Nichiro sensō, """"Japanese-Russian War"""") during 1904 and 1905 over rival imperial ambitions in Manchuria and Korea. The major theatres of military operations were the Liaodong Peninsula and Mukden in Southern Manchuria, and the seas around Korea, Japan, and the Yellow Sea.""",
Salvation Army,"""The Salvation Army (TSA) is a Christian church and an international charitable organisation. The organisation reports a worldwide membership of over 1.7 million, consisting of soldiers, officers and adherents collectively known as Salvationists. Its founders sought to bring salvation to the poor, destitute, and hungry by meeting both their """"physical and spiritual needs"""". It is present in 132 countries, running charity shops, operating shelters for the homeless and disaster relief, and humanitarian aid to developing countries.""",
John Dewey,"""John Dewey (; October 20, 1859 – June 1, 1952) was an American philosopher, psychologist, and educational reformer whose ideas have been influential in education and social reform. He was one of the most prominent American scholars in the first half of the twentieth century.The overriding theme of Dewey's works was his profound belief in democracy, be it in politics, education, or communication and journalism. As Dewey himself stated in 1888, while still at the University of Michigan, """"Democracy and the one, ultimate, ethical ideal of humanity are to my mind synonymous."""" Dewey considered two fundamental elements—schools and civil society—to be major topics needing attention and reconstruction to encourage experimental intelligence and plurality. He asserted that complete democracy was to be obtained not just by extending voting rights but also by ensuring that there exists a fully formed public opinion, accomplished by communication among citizens, experts and politicians, with the latter being accountable for the policies they adopt.""",
Mexican American War,"The Mexican–American War, also known in the United States as the Mexican War and in Mexico as the Intervención Estadounidense en México (U.S. intervention in Mexico), was an armed conflict between the United States and Mexico from 1846 to 1848. It followed the 1845 U.S. annexation of Texas, which Mexico considered Mexican territory since the Mexican government did not recognize the Velasco treaty signed by Mexican General Antonio López de Santa Anna when he was a prisoner of the Texian Army during the 1836 Texas Revolution. The Republic of Texas was de facto an independent country, but most of its citizens wished to be annexed by the United States. Domestic sectional politics in the U.S. were preventing annexation since Texas would have been a slave state, upsetting the balance of power between Northern free states and Southern slave states. In the 1844 United States presidential election, Democrat James K. Polk was elected on a platform of expanding U.S. territory in Oregon and Texas. Polk advocated expansion by either peaceful means or by armed force, with the 1845 annexation of Texas furthering that goal by peaceful means. However, the boundary between Texas and Mexico was disputed, with the Republic of Texas and the USA asserting it to be the Rio Grande River and Mexico claiming it to be the more-northern Nueces River. Both Mexico and the USA claimed the disputed area and sent troops. Polk sent U.S. Army troops to the area; he also sent a diplomatic mission to Mexico to try to negotiate the sale of territory. U.S. troops' presence was designed to lure Mexico into starting the conflict, putting the onus on Mexico and allowing Polk to argue to Congress that a declaration of war should be issued. Mexican forces attacked U.S. forces, and the United States Congress declared war.Beyond the disputed area of Texas, U.S. forces quickly occupied the regional capital of Santa Fe de Nuevo México along the upper Rio Grande, which had trade relations with the U.S. via the Santa Fe Trail between Missouri and New Mexico. U.S. forces also moved against the province of Alta California and then moved south. The Pacific Squadron of the U.S. Navy blockaded the Pacific coast farther south in the lower Baja California Territory. The Mexican government refused to be pressured into signing a peace treaty at this point, making the U.S. invasion of the Mexican heartland under Major General Winfield Scott and its capture of the capital Mexico City a strategy to force peace negotiations. Although Mexico was defeated on the battlefield, politically its government's negotiating a treaty remained a fraught issue, with some factions refusing to consider any recognition of its loss of territory. Although Polk formally relieved his peace envoy, Nicholas Trist, of his post as negotiator, Trist ignored the order and successfully concluded the 1848 Treaty of Guadalupe Hidalgo. It ended the war, and Mexico recognized the Mexican Cession, areas not part of disputed Texas but conquered by the U.S. Army. These were northern territories of Alta California and Santa Fe de Nuevo México. The U.S. agreed to pay $15 million for the physical damage of the war and assumed $3.25 million of debt already owed by the Mexican government to U.S. citizens. Mexico acknowledged the loss of what became the State of Texas and accepted the Rio Grande as its northern border with the United States.",
Mormons,"""Mormons are a religious and cultural group related to Mormonism, the principal branch of the Latter Day Saint movement started by Joseph Smith in upstate New York during the 1820s. After Smith's death in 1844 the movement split into several groups following different leaders; the majority followed Brigham Young, while smaller groups followed Joseph Smith III, Sidney Rigdon, and James Strang. Most of these smaller groups eventually coalesced into the Community of Christ, and the term Mormon typically refers to members of The Church of Jesus Christ of Latter-day Saints (LDS Church), as today this branch is far larger than all the others combined. (Since 2018, the LDS Church has requested that its members be referred to as """"Latter-day Saints"""".) People who identify as Mormons may also be independently religious, secular and non-practicing, or belong to other denominations.""",
free soilers,"The Free Soil Party was a short-lived coalition political party in the United States active from 1848 to 1854, when it merged into the Republican Party. The party was largely focused on the single issue of opposing the expansion of slavery into the western territories of the United States.",
Stamp Act,"A stamp act is any legislation that requires a tax to be paid on the transfer of certain documents. Those who pay the tax receive an official stamp on their documents, making them legal documents. A variety of products have been covered by stamp acts including playing cards, dice, patent medicines, cheques, mortgages, contracts, marriage licenses and newspapers. The items often have to be physically stamped at approved government offices following payment of the duty, although methods involving annual payment of a fixed sum or purchase of adhesive stamps are more practical and common.",
Paxton Boys,"The Paxton Boys were frontiersman from along the Susquehanna River in central Pennsylvania who formed a vigilante group in 1763 to terrorize local American Indians in the aftermath of the French and Indian War and Pontiac's War. They are widely known for murdering 20 Susquehannock men, women, and children in events collectively called the Conestoga Massacre. The creation of the Paxton Boys stemmed from colonial anger at Pontiac's rebellion, and perceived lack of action taken by the Pennsylvania government. The Paxton Boys were violent and hostile, contrasting the Quaker pacifist worldview for which Pennsylvania is known. Following attacks on the Conestoga, in January 1764 about 250 Paxton Boys marched on Philadelphia to demonstrate their anger at the legislator. Met by leaders in Germantown, they agreed to disperse on the promise by Benjamin Franklin to provide their grievances a hearing in the legislature.",
Sugar Act,"""The Sugar Act 1764, also known as the American Revenue Act 1764 or the American Duties Act, was a revenue-raising act passed by the Parliament of Great Britain on 5 April 1764. The preamble to the act stated: """"it is expedient that new provisions and regulations should be established for improving the revenue of this Kingdom ... and ... it is just and necessary that a revenue should be raised ... for defraying the expenses of defending, protecting, and securing the same."""" The earlier Molasses Act 1733, which had imposed a tax of six pence per gallon of molasses, had never been effectively collected due to colonial evasion. By reducing the rate by half and increasing measures to enforce the tax, the British hoped that the tax would actually be collected. These incidents increased the colonists' concerns about the intent of the British Parliament and helped the growing movement that became the American Revolution.""",
SALT I Treaty,The Strategic Arms Limitation Talks (SALT) were two rounds of bilateral conferences and corresponding international treaties involving the United States and the Soviet Union. The Cold War superpowers dealt with arms control in two rounds of talks and agreements: SALT I and SALT II.,
hippies,"""A hippie (sometimes misspelled as hippy) is a member of the counterculture of the 1960s, originally a youth movement that began in the United States during the mid-1960s and spread to other countries around the world. The word hippie came from hipster and was used to describe beatniks who moved into New York City's Greenwich Village, San Francisco's Haight-Ashbury district, and Chicago's Old Town community. The term hippie was used in print by San Francisco writer Michael Fallon, helping popularise use of the term in the media, although the tag was seen elsewhere earlier.The origins of the terms hip and hep are uncertain.  By the 1940s, both had become part of African American jive slang and meant """"sophisticated; currently fashionable; fully up-to-date"""". The Beats adopted the term hip, and early hippies inherited the language and countercultural values of the Beat Generation. Hippies created their own communities, listened to psychedelic music, embraced the sexual revolution, and many used drugs such as marijuana and LSD to explore altered states of consciousness.""",
Camp David Accords,"The Camp David Accords were a pair of political agreements signed by Egyptian President Anwar Sadat and Israeli Prime Minister Menachem Begin on 17 September 1978, following twelve days of secret negotiations at Camp David, the country retreat of the President of the United States in Maryland. The two framework agreements were signed at the White House and were witnessed by President Jimmy Carter. The second of these frameworks (A Framework for the Conclusion of a Peace Treaty between Egypt and Israel) led directly to the 1979 Egypt–Israel peace treaty. Due to the agreement, Sadat and Begin received the shared 1978 Nobel Peace Prize. The first framework (A Framework for Peace in the Middle East), which dealt with the Palestinian territories, was written without participation of the Palestinians and was condemned by the United Nations.",
Anne Hutchinson,"Anne Hutchinson (née Marbury; July 1591 – August 1643) was a Puritan spiritual advisor, religious reformer, and an important participant in the Antinomian Controversy which shook the infant Massachusetts Bay Colony from 1636 to 1638. Her strong religious convictions were at odds with the established Puritan clergy in the Boston area and her popularity and charisma helped create a theological schism that threatened to destroy the Puritans' religious community in New England. She was eventually tried and convicted, then banished from the colony with many of her supporters.",
headright system,"A headright referred to a legal grant of land given to settlers during the period of European colonization in the Americas. Headrights are most notable for their role in the expansion of the Thirteen Colonies; the Virginia Company gave headrights to settlers, and the Plymouth Company followed suit. The headright system was used in several colonies, including  Maryland, Georgia, North Carolina and South Carolina. Most headrights were for 1 to 1,000 acres (4.0 km2) of land, and were granted to those who were willing to cross the Atlantic and help populate the colonies. Headrights were granted to anyone who would pay for the transportation costs of an indentured laborer. These land grants consisted of 50 acres (0.20 km2) for someone newly moving to the area and 100 acres (0.40 km2) for people previously living in the area. By ensuring the landowning masters had legal ownership of all land acquired, the indentured laborers after their indenture period had passed had little opportunity to procure their own land. This kept a large portion of the citizens of the Thirteen Colonies poor and led to tensions between the laborers and the landowners.",
city on a hill,"""""""A City upon a Hill"""" is a phrase derived from the teaching of Salt and Light in Jesus's Sermon on the Mount. In a modern context, it is used in United States politics to refer to America acting as a """"beacon of hope"""" for the world.""",
Samuel Slater,"""Samuel Slater (June 9, 1768 – April 21, 1835) was an early English-American industrialist known as the """"Father of the American Industrial Revolution"""" (a phrase coined by Andrew Jackson) and the """"Father of the American Factory System"""". In the UK, he was called """"Slater the Traitor"""" because he brought British textile technology to America, modifying it for United States use. He stole the textile factory machinery designs as an apprentice to a pioneer in the British industry before migrating to the United States at the age of 21. He designed the first textile mills in the US and later went into business for himself, developing a family business with his sons. He eventually owned thirteen spinning mills and had developed tenant farms and company towns around his textile mills, such as Slatersville, Rhode Island.""",
Pinckney Treaty,"Pinckney's Treaty,  also known as the Treaty of San Lorenzo or the Treaty of Madrid, was signed on October 27, 1795 by the United States and Spain. ",
Securities and Exchange Commission,The U.S. Securities and Exchange Commission (SEC) is a large independent agency of the United States federal government that was created following the stock market crash in the 1930s to protect investors and the national banking system. The primary purpose of the SEC is to enforce the law against market manipulation.,
court packing scheme,"""The Judicial Procedures Reform Bill of 1937, frequently called the """"court-packing plan"""", was a legislative initiative proposed by U.S. President Franklin D. Roosevelt to add more justices to the U.S. Supreme Court in order to obtain favorable rulings regarding New Deal legislation that the Court had ruled unconstitutional. The central provision of the bill would have granted the president power to appoint an additional justice to the U.S. Supreme Court, up to a maximum of six, for every member of the court over the age of 70 years.""",
Seneca Falls Convention,"""The Seneca Falls Convention was the first women's rights convention. It advertised itself as """"a convention to discuss the social, civil, and religious condition and rights of woman"""". Held in the Wesleyan Chapel of the town of Seneca Falls, New York, it spanned two days over July 19–20, 1848.  Attracting widespread attention, it was soon followed by other women's rights conventions, including the Rochester Women's Rights Convention in Rochester, New York, two weeks later. In 1850 the first in a series of annual National Women's Rights Conventions met in Worcester, Massachusetts.""",
Wilmot Proviso,The Wilmot Proviso was an unsuccessful 1846 proposal in the United States Congress to ban slavery in territory acquired from Mexico in the Mexican–American War. The conflict over the Wilmot Proviso was one of the major events leading to the American Civil War.,
